	id	site	title	pageviews
14930935	Q90	simplewiki	Paris	9360
14930936	Q90	skwiki	Paríž	1736
14930937	Q90	slwiki	Pariz	819
14930938	Q90	sowiki	Baariis	142
14930939	Q90	sqwiki	Parisi	873
14930940	Q90	srwiki	Париз	2534
14930941	Q90	srnwiki	Paris	144
14930942	Q90	stwiki	Paris	136
14930943	Q90	suwiki	Paris	152
14930944	Q90	svwiki	Paris	3357
14930945	Q90	swwiki	Paris	154
14930946	Q90	szlwiki	Paryż	153
14930947	Q90	tawiki	பாரிஸ்	179
14930948	Q90	tewiki	పారిస్	142
14930949	Q90	tetwiki	París	137
14930950	Q90	thwiki	ปารีส	908
14930951	Q90	tkwiki	Pariž	139
14930952	Q90	tlwiki	Paris	174
14930953	Q90	tpiwiki	Paris	168
14930954	Q90	trwiki	Paris	5705
14930955	Q90	ttwiki	Париж	142
14930956	Q90	twwiki	Paris	158
14930957	Q90	tywiki	Paris	144
14930958	Q90	udmwiki	Париж	151
14930959	Q90	ugwiki	پارىژ	152
14930960	Q90	ukwiki	Париж	2716
14930961	Q90	urwiki	پیرس	178
14930962	Q90	uzwiki	Parij	184
14930963	Q90	vecwiki	Parixe	146
14930964	Q90	vepwiki	Pariž	141
14930965	Q90	viwiki	Paris	2146
14930966	Q90	vlswiki	Parys	174
14930967	Q90	vowiki	Paris	149
14930968	Q90	warwiki	Paris	152
14930969	Q90	wowiki	Pari	149
14930970	Q90	xmfwiki	პარიზი	144
14930971	Q90	yiwiki	פאריז	157
14930972	Q90	yowiki	Parisi	141
14930973	Q90	zawiki	Bahliz	136
14930974	Q90	zeawiki	Paries	150
14930975	Q90	zhwiki	巴黎	8009
14930976	Q90	zuwiki	IParisi	134
14930977	Q90	kbdwiki	Париж	138
14930978	Q90	cewiki	Париж	133
14930979	Q90	lowiki	ປາລີ	135
14930980	Q90	chywiki	Paris	137
14930981	Q90	tyvwiki	Париж	148
14930982	Q90	bxrwiki	Парис	135
14930983	Q90	snwiki	Paris	141
14930984	Q90	aywiki	Paris	138
15049180	Q97	enwiki	Atlantic_Ocean	35438
15049181	Q97	itwiki	Oceano_Atlantico	3108
15049182	Q97	frwiki	Océan_Atlantique	5694
15049183	Q97	dewiki	Atlantischer_Ozean	7186
15049184	Q97	afwiki	Atlantiese_Oseaan	199
15049185	Q97	alswiki	Atlantik	90
15049186	Q97	amwiki	አትላንቲክ_ውቅያኖስ	77
15049187	Q97	anwiki	Ocián_Atlantico	71
15049188	Q97	arwiki	المحيط_الأطلسي	2353
15049189	Q97	arcwiki	ܐܘܩܝܢܘܣ_ܐܛܠܢܛܝܐ	96
15049190	Q97	arzwiki	المحيط_الاطلنطى	158
15049191	Q97	aswiki	আটলান্টিক_মহাসাগৰ	71
15049192	Q97	astwiki	Océanu_Atlánticu	74
15049193	Q97	barwiki	Atlantischa_Ozean	71
15049194	Q97	bclwiki	Kadagatan_Atlantiko	75
15049195	Q97	bewiki	Атлантычны_акіян	103
15049196	Q97	bgwiki	Атлантически_океан	690
15049197	Q97	bjnwiki	Lautan_Atlantik	72
15049198	Q97	bmwiki	Atlantik_Kogoji	73
15049199	Q97	bnwiki	আটলান্টিক_মহাসাগর	124
15049200	Q97	bowiki	ནུབ་རྒྱ་མཚོ་ཆེན་པོ།	69
15049201	Q97	brwiki	Meurvor_Atlantel	82
15049202	Q97	bswiki	Atlantski_okean	181
15049203	Q97	cawiki	Oceà_Atlàntic	457
15049204	Q97	cebwiki	Kadagatang_Atlantiko	99
15049205	Q97	ckbwiki	ئۆقیانووسی_ئاتلانتیک	79
15049206	Q97	crhwiki	Atlantik_okean	82
15049207	Q97	cswiki	Atlantský_oceán	2132
15049208	Q97	cvwiki	Атлантика_океанĕ	86
15049209	Q97	cywiki	Cefnfor_yr_Iwerydd	79
15049210	Q97	dawiki	Atlanterhavet	617
15049211	Q97	diqwiki	Okyanuso_Atlantik	89
15049212	Q97	dsbwiki	Atlantiski_ocean	74
15049213	Q97	elwiki	Ατλαντικός_Ωκεανός	757
15049214	Q97	eswiki	Océano_Atlántico	17217
15049215	Q97	etwiki	Atlandi_ookean	265
15049216	Q97	euwiki	Ozeano_Atlantikoa	117
15049217	Q97	extwiki	Oceanu_Alánticu	65
15049218	Q97	fawiki	اقیانوس_اطلس	1008
15049219	Q97	fiwiki	Atlantin_valtameri	764
15049220	Q97	fowiki	Atlantshavið	74
15049221	Q97	frrwiki	Atlantische_Oseåån	61
15049222	Q97	furwiki	Ocean_Atlantic	71
15049223	Q97	fywiki	Atlantyske_Oseaan	79
15049224	Q97	gawiki	An_tAigéan_Atlantach	82
15049225	Q97	ganwiki	大西洋	80
15049226	Q97	gdwiki	Cuan_Siar	76
15049227	Q97	glwiki	Océano_Atlántico	102
15049228	Q97	gnwiki	Paraguasu_Atlántiko	69
15049229	Q97	gvwiki	Yn_Keayn_Sheear	70
15049230	Q97	hawwiki	Moana_ʻAkelanika	71
15049231	Q97	hewiki	האוקיינוס_האטלנטי	606
15049232	Q97	hifwiki	Atlantic_Ocean	87
15049233	Q97	hrwiki	Atlantski_ocean	476
15049234	Q97	hsbwiki	Atlantiski_ocean	80
15049235	Q97	huwiki	Atlanti-óceán	950
15049236	Q97	hywiki	Ատլանտյան_օվկիանոս	256
15049237	Q97	iawiki	Oceano_Atlantic	82
15049238	Q97	idwiki	Samudra_Atlantik	830
15049239	Q97	iewiki	Atlántic_Ocean	65
15049240	Q97	igwiki	Òrìmìlì_Atlantic	62
15049241	Q97	ilowiki	Taaw_Atlantiko	75
15049242	Q97	iowiki	Oceano_Atlantiko	70
15049243	Q97	iswiki	Atlantshaf	124
15049244	Q97	jawiki	大西洋	2491
15049245	Q97	jbowiki	atlantik._zei_braxamsi	76
15049246	Q97	jvwiki	Samudra_Atlantika	62
15049247	Q97	kawiki	ატლანტის_ოკეანე	784
15049248	Q97	kaawiki	Atlantika_okeanı	75
15049249	Q97	kkwiki	Атлант_мұхиты	1474
15049250	Q97	kmwiki	មហាសមុទ្រអាត្លង់ទិក	74
15049251	Q97	knwiki	ಅಟ್ಲಾಂಟಿಕ್_ಮಹಾಸಾಗರ	79
15049252	Q97	kowiki	대서양	451
15049253	Q97	koiwiki	Атлантика_океан	74
15049254	Q97	kuwiki	Okyanûsa_Atlantîk	69
15049255	Q97	kwwiki	Keynvor_Iwerydh	67
15049256	Q97	lawiki	Oceanus_Atlanticus	98
15049257	Q97	ladwiki	Oseano_Atlantiko	70
15049258	Q97	lbwiki	Atlanteschen_Ozean	74
15049259	Q97	liwiki	Atlantische_Oceaan	77
15049260	Q97	lijwiki	Oçeano_Atlantico	72
15049261	Q97	lmowiki	Ucean_Atlantich	72
15049262	Q97	lnwiki	Atlantíki	65
15049263	Q97	ltwiki	Atlanto_vandenynas	724
15049264	Q97	lvwiki	Atlantijas_okeāns	455
15049265	Q97	mdfwiki	Атлантикань_оцюведь	68
15049266	Q97	mgwiki	Ranomasimbe_Atlantika	69
15049267	Q97	mhrwiki	Атлантик_тептеҥыз	70
15049268	Q97	mkwiki	Атлантски_Океан	131
15049269	Q97	mlwiki	അറ്റ്‌ലാന്റിക്_മഹാസമുദ്രം	87
15049270	Q97	mnwiki	Атлантын_далай	204
15049271	Q97	mrwiki	अटलांटिक_महासागर	119
15049272	Q97	mswiki	Lautan_Atlantik	254
15049273	Q97	mtwiki	Oċean_Atlantiku	71
15049274	Q97	mwlwiki	Ouceano_Atlántico	131
15049275	Q97	mywiki	အတ္တလန္တိတ်သမုဒ္ဒရာ	74
15049276	Q97	mznwiki	اطلس_اوقیانوس	71
15049277	Q97	napwiki	Oceano_Atlanteco	66
15049278	Q97	ndswiki	Atlantik	76
15049279	Q97	newwiki	एट्लान्टिक_महासागर	72
15049280	Q97	nlwiki	Atlantische_Oceaan	1794
15049281	Q97	nnwiki	Atlanterhavet	115
15049282	Q97	nowiki	Atlanterhavet	918
15049283	Q97	nsowiki	Atlantic_Ocean	62
15049284	Q97	ocwiki	Ocean_Atlantic	74
15049285	Q97	oswiki	Атлантикон_фурд	71
15049286	Q97	pagwiki	Dayat_Atlantic	78
15049287	Q97	pamwiki	Atlantiko_Kadayatmalatan	68
15049288	Q97	papwiki	Oceano_Atlantiko	72
15049289	Q97	pihwiki	Etlantic_Oshen	73
15049290	Q97	plwiki	Ocean_Atlantycki	4491
15049291	Q97	pmswiki	Océan_Atlàntich	69
15049292	Q97	pswiki	اتلانتيک_سمندر	70
15049293	Q97	ptwiki	Oceano_Atlântico	4454
15049294	Q97	quwiki	Atlantiku_mama_qucha	79
15049295	Q97	rowiki	Oceanul_Atlantic	1730
15049296	Q97	ruewiki	Атлантічный_океан	69
15049297	Q97	sahwiki	Атлантик_океан	66
15049298	Q97	scnwiki	Ocèanu_Atlànticu	73
15049299	Q97	scowiki	Atlantic_Ocean	132
15049300	Q97	sewiki	Atlánta	70
15049301	Q97	shwiki	Atlantik	118
15049302	Q97	simplewiki	Atlantic_Ocean	468
15049303	Q97	skwiki	Atlantický_oceán	622
15049304	Q97	slwiki	Atlantski_ocean	277
15049305	Q97	snwiki	Gungwa_reAtlantic	69
15049306	Q97	sowiki	Badweynta_Atlaantik	68
15049307	Q97	sqwiki	Oqeani_Atlantik	193
15049308	Q97	srwiki	Атлантски_океан	481
15049309	Q97	svwiki	Atlanten	1022
15049310	Q97	swwiki	Atlantiki	80
15049311	Q97	szlwiki	Atlantycki_Uocean	75
15049312	Q97	tawiki	அத்திலாந்திக்குப்_பெருங்கடல்	73
15049313	Q97	tewiki	అట్లాంటిక్_మహాసముద్రం	87
15049314	Q97	tgwiki	Уқёнуси_Атлантик	77
15049315	Q97	thwiki	มหาสมุทรแอตแลนติก	513
15049316	Q97	tkwiki	Atlantik_okean	115
15049317	Q97	tlwiki	Karagatang_Atlantiko	85
15049318	Q97	tpiwiki	Solwara_Atlantik	68
15049319	Q97	trwiki	Atlas_Okyanusu	1507
15049320	Q97	ttwiki	Атлантик_океан	84
15049321	Q97	ukwiki	Атлантичний_океан	2052
15049322	Q97	urwiki	بحر_اوقیانوس	119
15049323	Q97	uzwiki	Atlantika_okeani	117
15049324	Q97	vecwiki	Osèano_Atlàntego	71
15049325	Q97	vepwiki	Atlantine_valdmeri	77
15049326	Q97	viwiki	Đại_Tây_Dương	2013
15049327	Q97	wawiki	Oceyan_atlantike	72
15049328	Q97	warwiki	Kalawdan_Atlantico	70
15049329	Q97	wowiki	Mbàmbulaanug_Atlas	77
15049330	Q97	wuuwiki	大西洋	75
15049331	Q97	xmfwiki	ატლანტიშ_ოკიანე	77
15049332	Q97	yiwiki	אטלאנטישער_אקעאן	72
15049333	Q97	yowiki	Òkun_Atlántíkì	74
15049334	Q97	zeawiki	Atlantischen_Oceaon	68
15049335	Q97	zhwiki	大西洋	2197
15049336	Q97	pawiki	ਅੰਧ_ਮਹਾਂਸਾਗਰ	78
15049337	Q97	siwiki	අත්ලාන්තික්_සාගරය	80
15049338	Q97	angwiki	Atlantisc_Gārsecg	85
15049339	Q97	acewiki	La'ôt_Atlantik	69
15049340	Q97	rmwiki	Ocean_Atlantic	66
15049341	Q97	tyvwiki	Атлант_океан	74
15049342	Q97	vlswiki	Atlantischn_Oceoan	74
15049343	Q97	lowiki	ມະຫາສະໝຸດອັດລັງຕິກ	69
15049344	Q97	cowiki	Oceanu_Atlanticu	66
15049345	Q97	hakwiki	Thai-sî-yòng	74
15049346	Q97	bawiki	Атлантик_океан	115
15049347	Q97	lezwiki	Атлантик_океан	105
15049348	Q97	pcdwiki	Ochéan_Atlantike	73
15049349	Q97	cewiki	Атлантикан_океан	72
15120164	Q94	enwiki	Android_(operating_system)	128266
15120165	Q94	dewiki	Android_(Betriebssystem)	28553
15120166	Q94	hrwiki	Android_(operacijski_sustav)	652
15120167	Q94	itwiki	Android	9211
15120168	Q94	arwiki	أندرويد	4025
15120169	Q94	barwiki	Android_(Betriebssystem)	102
15120170	Q94	bewiki	Android	115
15120171	Q94	bgwiki	Android	815
15120172	Q94	bswiki	Android_(operativni_sistem)	162
15120173	Q94	cawiki	Android	291
15120174	Q94	ckbwiki	ئەندرۆید	109
15120175	Q94	cswiki	Android_(operační_systém)	2777
15120176	Q94	cywiki	Android_(system_weithredu)	109
15120177	Q94	dawiki	Google_Android	447
15120178	Q94	elwiki	Android	943
15120179	Q94	eowiki	Android	110
15120180	Q94	eswiki	Android	30955
15120181	Q94	etwiki	Android_(operatsioonisüsteem)	259
15120182	Q94	euwiki	Android	119
15120183	Q94	fiwiki	Android	1540
15120184	Q94	frwiki	Android	14881
15120185	Q94	glwiki	Android	136
15120186	Q94	hewiki	אנדרואיד_(מערכת_הפעלה)	1123
15120187	Q94	huwiki	Android_(operációs_rendszer)	1881
15120188	Q94	idwiki	Android_(sistem_operasi)	7888
15120189	Q94	iswiki	Android	116
15120190	Q94	jawiki	Android	31320
15120191	Q94	jvwiki	Android	106
15120192	Q94	kkwiki	Android	316
15120193	Q94	knwiki	ಆಂಡ್ರಾಯ್ಡ್_(ಆಪರೇಟಿಂಗ್_ಸಿಸ್ಟಂ)	115
15120194	Q94	kowiki	안드로이드_(운영_체제)	3123
15120195	Q94	kuwiki	Android	113
15120196	Q94	kywiki	Android	123
15120197	Q94	lowiki	ແອນດຣອຍດ໌	102
15120198	Q94	ltwiki	Android	348
15120199	Q94	lvwiki	Android	231
15120200	Q94	mkwiki	Андроид_(оперативен_систем)	182
15120201	Q94	mlwiki	ആൻഡ്രോയ്ഡ്	133
15120202	Q94	mswiki	Android_(sistem_pengendalian)	277
15120203	Q94	mywiki	အန်းဒရွိုက်	113
15120204	Q94	newiki	एन्ड्रोइड	137
15120205	Q94	nlwiki	Android_(besturingssysteem)	2453
15120206	Q94	nnwiki	Android	99
15120207	Q94	nowiki	Android	570
15120208	Q94	orwiki	ଆଣ୍ଡ୍ରଏଡ଼	104
15120209	Q94	plwiki	Android_(system_operacyjny)	7234
15120210	Q94	ptwiki	Android	8998
15120211	Q94	rowiki	Android_(sistem_de_operare)	1023
15120212	Q94	ruwiki	Android	29032
15120213	Q94	shwiki	Android_operativni_sistem	204
15120214	Q94	siwiki	ඇන්ඩ්‍රොයිඩ්_(මෙහෙයුම්_පද්ධතිය‍)	103
15120215	Q94	simplewiki	Android_(operating_system)	870
15120216	Q94	skwiki	Android_(operačný_systém)	660
15120217	Q94	slwiki	Android_(operacijski_sistem)	368
15120218	Q94	sowiki	Android	106
15120219	Q94	srwiki	Андроид_(оперативни_систем)	550
15120220	Q94	svwiki	Android_(operativsystem)	1450
15120221	Q94	szlwiki	Android	105
15120222	Q94	tawiki	ஆண்ட்ராய்டு_இயங்குதளம்	143
15120223	Q94	thwiki	แอนดรอยด์_(ระบบปฏิบัติการ)	2260
15120224	Q94	trwiki	Android_(işletim_sistemi)	4629
15120225	Q94	ukwiki	Android	1368
15120226	Q94	urwiki	اینڈروئیڈ	111
15120227	Q94	zhwiki	Android	17070
15120228	Q94	kmwiki	ប្រព័ន្ធប្រតិបត្តការ_Android	117
15120229	Q94	vecwiki	Android	105
15120230	Q94	angwiki	Android	141
15120231	Q94	sqwiki	Android_(sistemi_operativ)	136
15120232	Q94	mnwiki	Андройд_(үйлдлийн_систем)	167
15120233	Q94	aswiki	এণ্ড্ৰইড	104
15120234	Q94	tewiki	ఆండ్రాయిడ్	116
15120235	Q94	kawiki	Android	214
15120236	Q94	gawiki	Android	98
15120237	Q94	hywiki	Անդրոիդ	160
15139149	Q80	enwiki	Tim_Berners-Lee	155608
15139150	Q80	dewiki	Tim_Berners-Lee	12488
15139151	Q80	hrwiki	Tim_Berners-Lee	322
15139152	Q80	frwiki	Tim_Berners-Lee	4378
15139153	Q80	nlwiki	Tim_Berners-Lee	1550
15139154	Q80	ptwiki	Tim_Berners-Lee	4440
15139155	Q80	eswiki	Tim_Berners-Lee	11042
15139156	Q80	dawiki	Tim_Berners-Lee	287
15139157	Q80	nowiki	Tim_Berners-Lee	469
15139158	Q80	svwiki	Tim_Berners-Lee	603
15139159	Q80	nnwiki	Tim_Berners-Lee	90
15139160	Q80	itwiki	Tim_Berners-Lee	3244
15139161	Q80	afwiki	Tim_Berners-Lee	104
15139162	Q80	alswiki	Tim_Berners-Lee	84
15139163	Q80	anwiki	Tim_Berners-Lee	76
15139164	Q80	arwiki	تيم_بيرنرز_لي	1231
15139165	Q80	arzwiki	تيم_بيرنرز_لى	91
15139166	Q80	azwiki	Tim_Berners-Li	128
15139167	Q80	bewiki	Цім_Бернерс-Лі	168
15139168	Q80	bgwiki	Тим_Бърнърс-Лий	304
15139169	Q80	bnwiki	টিম_বার্নার্স-লি	109
15139170	Q80	brwiki	Tim_Berners-Lee	73
15139171	Q80	bswiki	Tim_Berners-Lee	121
15139172	Q80	cawiki	Tim_Berners-Lee	202
15139173	Q80	cswiki	Tim_Berners-Lee	699
15139174	Q80	cywiki	Tim_Berners-Lee	79
15139175	Q80	elwiki	Τιμ_Μπέρνερς_Λι	668
15139176	Q80	eowiki	Tim_Berners-Lee	77
15139177	Q80	etwiki	Tim_Berners-Lee	125
15139178	Q80	euwiki	Tim_Berners-Lee	114
15139179	Q80	fawiki	تیم_برنرز_لی	996
15139180	Q80	fiwiki	Tim_Berners-Lee	275
15139181	Q80	fywiki	Tim_Berners-Lee	72
15139182	Q80	gawiki	Tim_Berners-Lee	76
15139183	Q80	gdwiki	Tim_Berners-Lee	72
15139184	Q80	glwiki	Tim_Berners-Lee	107
15139185	Q80	hewiki	טים_ברנרס-לי	323
15139186	Q80	hiwiki	टिम_बर्नर्स_ली	114
15139187	Q80	hifwiki	Tim_Berners-Lee	87
15139188	Q80	huwiki	Tim_Berners-Lee	697
15139189	Q80	idwiki	Tim_Berners-Lee	648
15139190	Q80	ilowiki	Tim_Berners-Lee	80
15139191	Q80	iswiki	Tim_Berners-Lee	91
15139192	Q80	jawiki	ティム・バーナーズ＝リー	2791
15139193	Q80	jvwiki	Tim_Berners-Lee	83
15139194	Q80	kawiki	ტიმ_ბერნერს-ლი	160
15139195	Q80	kkwiki	Тим_Бернерс-Ли	117
15139196	Q80	knwiki	ಟಿಮ್_ಬರ್ನರ್ಸ್_ಲೀ	81
15139197	Q80	kowiki	팀_버너스리	777
15139198	Q80	kshwiki	Tim_Berners-Lee	91
15139199	Q80	lawiki	Timotheus_Ioannes_Berners-Lee	78
15139200	Q80	lbwiki	Tim_Berners-Lee	80
15139201	Q80	liwiki	Tim_Berners-Lee	76
15139202	Q80	lmowiki	Tim_Berners-Lee	81
15139203	Q80	ltwiki	Tim_Berners-Lee	121
15139204	Q80	lvwiki	Tims_Bērnerss-Lī	108
15139205	Q80	mkwiki	Тим_Бернерс-Ли	88
15139206	Q80	mlwiki	ടിം_ബർണേഴ്സ്_ലീ	77
15139207	Q80	mnwiki	Тим_Бернерс-Ли	88
15139208	Q80	mswiki	Tim_Berners-Lee	94
15139209	Q80	mtwiki	Tim_Berners-Lee	74
15139210	Q80	ocwiki	Tim_Berners-Lee	75
15139211	Q80	plwiki	Tim_Berners-Lee	2386
15139212	Q80	pnbwiki	ٹم_برنرز_لی	71
15139213	Q80	rowiki	Tim_Berners-Lee	297
15139214	Q80	ruwiki	Бернерс-Ли,_Тим	13437
15139215	Q80	ruewiki	Тім_Бернерс-Лі	74
15139216	Q80	sahwiki	Тим_Бернерс-Ли	72
15139217	Q80	scnwiki	Tim_Berners-Lee	74
15139218	Q80	shwiki	Tim_Berners-Lee	168
15139219	Q80	simplewiki	Tim_Berners-Lee	481
15139220	Q80	skwiki	Tim_Berners-Lee	167
15139221	Q80	slwiki	Tim_Berners-Lee	148
15139222	Q80	sqwiki	Tim_Berners-Lee	87
15139223	Q80	srwiki	Тим_Бернерс-Ли	216
15139224	Q80	swwiki	Tim_Berners-Lee	73
15139225	Q80	tawiki	டிம்_பேர்னேர்ஸ்-லீ	172
15139226	Q80	tewiki	టిమ్_బెర్నర్స్_లీ	77
15139227	Q80	tgwiki	Тим_Бернерс-Ли	88
15139228	Q80	thwiki	ทิม_เบอร์เนิร์ส-ลี	233
15139229	Q80	tlwiki	Tim_Berners-Lee	85
15139230	Q80	trwiki	Tim_Berners-Lee	778
15139231	Q80	ukwiki	Тім_Бернерс-Лі	534
15139232	Q80	urwiki	ٹم_برنرز_لی	81
15139233	Q80	uzwiki	Tim_Berners-Lee	78
15139234	Q80	vecwiki	Tim_Berners-Lee	74
15139235	Q80	viwiki	Tim_Berners-Lee	672
15139236	Q80	vowiki	Tim_Berners-Lee	76
15139237	Q80	warwiki	Tim_Berners-Lee	81
15139238	Q80	yiwiki	טים_בערנערס-לי	87
15139239	Q80	yowiki	Tim_Berners-Lee	74
15139240	Q80	zawiki	Tim_Berners-Lee	73
15139241	Q80	zhwiki	蒂姆·伯纳斯-李	5236
15139242	Q80	pmswiki	Tim_Berners-Lee	71
15139243	Q80	cewiki	Бернерс-Ли,_Тим	108
15139244	Q80	ckbwiki	تیم_بێرنەرز_لی	93
15139245	Q80	kmwiki	ប៊ឺណឺស_លី	72
15273362	Q96	eswiki	México	110607
15273363	Q96	enwiki	Mexico	145380
15273364	Q96	frwiki	Mexique	20938
15273365	Q96	nlwiki	Mexico_(land)	4624
15273366	Q96	mkwiki	Мексико	355
15273367	Q96	dewiki	Mexiko	25162
15273368	Q96	acewiki	Meksiko	142
15273369	Q96	alswiki	Mexiko	191
15273370	Q96	amwiki	ሜክሲኮ	150
15273371	Q96	anwiki	Mexico	192
15273372	Q96	angwiki	Mexico	227
15273373	Q96	arwiki	المكسيك	5214
15273374	Q96	arcwiki	ܡܟܣܝܩܘ	152
15273375	Q96	arzwiki	الميكسيك	170
15273376	Q96	astwiki	México	177
15273377	Q96	aywiki	Mïxiku	141
15273378	Q96	azwiki	Meksika	610
15273379	Q96	bawiki	Мексика	152
15273380	Q96	barwiki	Mexiko	180
15273381	Q96	ruwiki	Мексика	30561
15273382	Q96	bclwiki	Mehiko	140
15273383	Q96	bewiki	Мексіка	182
15273384	Q96	bgwiki	Мексико	2193
15273385	Q96	biwiki	Mexico	144
15273386	Q96	bmwiki	Mɛkisiki	148
15273387	Q96	bnwiki	মেক্সিকো	187
15273388	Q96	bpywiki	মেক্সিকো	140
15273389	Q96	brwiki	Mec'hiko	167
15273390	Q96	bswiki	Meksiko	405
15273391	Q96	cawiki	Mèxic	816
15273392	Q96	cdowiki	Mĕ̤k-să̤-gŏ̤	135
15273393	Q96	cewiki	Мексика	154
15273394	Q96	cebwiki	Mehiko	208
15273395	Q96	chywiki	Mé'šeeséve'ho'évenó	148
15273396	Q96	ckbwiki	مەکسیک	158
15273397	Q96	cowiki	Messicu	136
15273398	Q96	crhwiki	Meksika	138
15273399	Q96	cswiki	Mexiko	4423
15273400	Q96	cvwiki	Мексика	171
15273401	Q96	cywiki	Mecsico	148
15273402	Q96	dawiki	Mexico	1428
15273403	Q96	diqwiki	Meksika	144
15273404	Q96	dsbwiki	Mexiko	137
15273405	Q96	eewiki	Mexico	150
15273406	Q96	elwiki	Μεξικό	1587
15273407	Q96	eowiki	Meksiko	234
15273408	Q96	etwiki	Mehhiko	675
15273409	Q96	euwiki	Mexiko	248
15273410	Q96	extwiki	Méjicu	145
15273411	Q96	fawiki	مکزیک	1598
15273412	Q96	fiwiki	Meksiko	2978
15273413	Q96	fowiki	Meksiko	161
15273414	Q96	frpwiki	Mexique	136
15273415	Q96	furwiki	Messic	154
15273416	Q96	fywiki	Meksiko	136
15273417	Q96	gawiki	Meicsiceo	200
15273418	Q96	gagwiki	Meksika	153
15273419	Q96	ganwiki	墨西哥	145
15273420	Q96	gdwiki	Meagsago	142
15273421	Q96	glwiki	México	226
15273422	Q96	gvwiki	Meksico	147
15273423	Q96	hakwiki	Me̍t-sî-kô	139
15273424	Q96	hawwiki	Mekiko	146
15273425	Q96	hewiki	מקסיקו	1923
15273426	Q96	hifwiki	Mexico	177
15273427	Q96	hrwiki	Meksiko	1791
15273428	Q96	hsbwiki	Mexiko	143
15273429	Q96	htwiki	Meksik	150
15273430	Q96	huwiki	Mexikó	2651
15273431	Q96	hywiki	Մեքսիկա	394
15273432	Q96	iawiki	Mexico	156
15273433	Q96	idwiki	Meksiko	1479
15273434	Q96	ikwiki	Mexiqo	127
15273435	Q96	iowiki	Mexikia	154
15273436	Q96	iswiki	Mexíkó	221
15273437	Q96	itwiki	Messico	13345
15273438	Q96	swwiki	Mexiko	144
15273439	Q96	jbowiki	mexygu'e	147
15273440	Q96	jvwiki	Mèksiko	138
15273441	Q96	kawiki	მექსიკა	601
15273442	Q96	kbdwiki	Мексикэ	201
15273443	Q96	kkwiki	Мексика	782
15273444	Q96	klwiki	Mexico	142
15273445	Q96	kmwiki	ម៉ិកស៊ិក	144
15273446	Q96	knwiki	ಮೆಕ್ಸಿಕೋ	152
15273447	Q96	kowiki	멕시코	1787
15273448	Q96	krcwiki	Мексика	139
15273449	Q96	kuwiki	Meksîk	156
15273450	Q96	kvwiki	Мексика	132
15273451	Q96	kwwiki	Meksiko	134
15273452	Q96	kywiki	Мексика	158
15273453	Q96	lawiki	Mexicum	305
15273454	Q96	lbwiki	Mexiko	147
15273455	Q96	lezwiki	Мексика	149
15273456	Q96	liwiki	Mexico	157
15273457	Q96	lmowiki	Messich	138
15273458	Q96	lnwiki	Mexiko	142
15273459	Q96	ltwiki	Meksika	1111
15273460	Q96	ltgwiki	Meksika	134
15273461	Q96	lvwiki	Meksika	644
15273462	Q96	mdfwiki	Мексик	136
15273463	Q96	mgwiki	Meksika	142
15273464	Q96	miwiki	Mehiko	138
15273465	Q96	mlwiki	മെക്സിക്കോ	173
15273466	Q96	mnwiki	Мексик	301
15273467	Q96	mrwiki	मेक्सिको	158
15273468	Q96	mrjwiki	Мексика	142
15273469	Q96	mswiki	Mexico	242
15273470	Q96	mwlwiki	México	142
15273471	Q96	mywiki	မက္ကဆီကိုနိုင်ငံ	145
15273472	Q96	mznwiki	مکزیک	152
15273473	Q96	nawiki	Meketiko	134
15273474	Q96	ndswiki	Mexiko	152
15273475	Q96	newiki	मेक्सिको	132
15273476	Q96	newwiki	मेक्सिको	144
15273477	Q96	nnwiki	Mexico	201
15273478	Q96	nowiki	Mexico	2992
15273479	Q96	novwiki	Mexiko	138
15273480	Q96	nrmwiki	Mexique	147
15273481	Q96	ocwiki	Mexic	219
15273482	Q96	orwiki	ମେକ୍ସିକୋ	138
15273483	Q96	oswiki	Мексикæ	136
15273484	Q96	pagwiki	Mexico	134
15273485	Q96	pamwiki	Mexico	141
15273486	Q96	papwiki	Mexico	140
15273487	Q96	pdcwiki	Mexiko	145
15273488	Q96	pflwiki	Mexiko	140
15273489	Q96	pihwiki	Meksikoe	126
15273490	Q96	plwiki	Meksyk	16395
15273491	Q96	pmswiki	Méssich	132
15273492	Q96	pnbwiki	میکسیکو	334
15273493	Q96	ptwiki	México	14980
15273494	Q96	rmwiki	Mexico	143
15273495	Q96	rmywiki	Mexiko	142
15273496	Q96	rowiki	Mexic	2270
15273497	Q96	ruewiki	Мексіко	139
15273498	Q96	rwwiki	Megizike	141
15273499	Q96	sahwiki	Мексика	132
15273500	Q96	scnwiki	Mèssicu	159
15273501	Q96	scowiki	Mexico	153
15273502	Q96	sewiki	Meksiko	134
15273503	Q96	shwiki	Meksiko	814
15273504	Q96	simplewiki	Mexico	1191
15273505	Q96	skwiki	Mexiko	1117
15273506	Q96	slwiki	Mehika	1098
15273507	Q96	snwiki	Mexico	139
15273508	Q96	sowiki	Meksiko	140
15273509	Q96	sqwiki	Meksika	390
15273510	Q96	srwiki	Мексико	1689
15273511	Q96	srnwiki	Meksikokondre	173
15273512	Q96	sswiki	IMekisikho	129
15273513	Q96	stqwiki	Mexiko	137
15273514	Q96	suwiki	Méksiko	143
15273515	Q96	svwiki	Mexiko	3662
